DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
52;WAKISO;154;BUSIRO COUNTY EAST;1;NSANGI(MUKONO);8;NABBINGO;8;"NABBINGO KITAWULUZI ?
TTEGA [NAM";873;4;203;8;0;17;2;2;190;426;16;1
52;WAKISO;154;BUSIRO COUNTY EAST;1;NSANGI(MUKONO);10;NSANGI;2;"SSERUNKUMA
BRUNO'S RESIDENCE BUW";348;1;102;4;0;3;0;1;91;202;3;0
52;WAKISO;164;ENTEBBE MUNICIPALITY;2;DIVISION B;1;KIGUNGU;2;"VETERINARY TRAINING
INSTITUTE OL";384;2;59;1;0;25;4;1;144;236;7;0
52;WAKISO;164;ENTEBBE MUNICIPALITY;2;DIVISION B;2;KIWAFU;16;"ENTEBBE
COMPREHENSI VE S.S NAKIWO";846;4;168;12;0;67;0;4;211;466;12;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;3;SSISA;17;KITENDE;14;"MAKANDWA
TRADING CENTRE";367;0;49;5;0;14;0;1;129;198;1;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;3;SSISA;19;NAMULANDA;8;MAWANYI? BWEBAJJA;551;1;152;7;0;30;0;0;85;275;8;1
52;WAKISO;154;BUSIRO COUNTY EAST;3;WAKISO TOWN COUNCIL;26;KISIMBIRI WARD;5;"KISIMBIRI B
[NAL ? NAS] KISIMBIR";722;3;110;8;2;12;0;0;204;339;8;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
52;WAKISO;154;BUSIRO COUNTY EAST;3;WAKISO TOWN COUNCIL;27;GOMBE WARD;2;"GOMBE
KAYUNGA P/SCHOOL [A ? M]";751;1;248;11;3;15;1;0;201;480;6;1
52;WAKISO;154;BUSIRO COUNTY EAST;3;WAKISO TOWN COUNCIL;27;GOMBE WARD;4;KAYUNGA CHURCH OF UGANDA [N ? Z;849;2;219;21;1;17;0;0;237;497;15;0
52;WAKISO;154;"BUSIRO
COUNTY EAST";4;MENDE;20;MENDE;4;"BBUNGA/SAN
DA (N?Z)";448;1;41;2;0;8;0;0;193;245;5;0
52;WAKISO;154;BUSIRO COUNTY EAST;4;MENDE;23;NAMUSERA;2;"NSEKWA
MUSISI? KASAAWE";511;1;67;4;4;10;0;0;230;316;12;0
52;WAKISO;160;KYADONDO COUNTY NORTH;2;KYAMBOGO/BUSU KUMA;14;KABUUMBA;1;"BUSO
MOSLEM P/SCHOOL";542;5;89;4;0;14;0;0;225;337;9;0
52;WAKISO;160;KYADONDO COUNTY NORTH;2;KYAMBOGO/BUSU KUMA;16;KIWENDA;3;"KIWENDA
NEW P/SCHOOL BALITTA";602;3;169;2;0;9;0;0;181;364;9;1
52;WAKISO;160;KYADONDO COUNTY NORTH;2;KYAMBOGO/BUSU KUMA;17;LUGO;3;KABONGE P/SCHOOL;781;4;146;7;0;9;0;2;261;429;31;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;2;KATABI;10;KABAALE;2;KABALE B C.O.U;1.071;5;220;19;0;30;1;0;237;512;25;2
52;WAKISO;156;BUSIRO COUNTY SOUTH;1;KASANJE;4;KASANJE;4;BUKALAAZA MOSQUE;326;1;55;5;0;11;0;1;154;227;2;2
52;WAKISO;156;BUSIRO COUNTY SOUTH;1;KASANJE;7;SOKOLO;3;LUWULE T.C;414;1;69;3;0;5;0;3;186;267;1;1
52;WAKISO;156;BUSIRO COUNTY SOUTH;2;KATABI;10;KABAALE;7;KABAALE A [M NAMP];1.019;9;250;7;0;38;2;1;203;510;9;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;2;KATABI;12;KITALA;1;KITALA P/S A [A ? K];886;3;169;6;0;34;0;0;167;379;1;7
52;WAKISO;156;BUSIRO COUNTY SOUTH;2;KATABI;13;NALUGALA;2;SINDE P/S BUGABO;789;2;160;9;0;32;0;0;168;371;6;0
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;14;BULOBA;2;"BULOBA
T/CENTRE [A ?
M]";501;1;160;6;0;15;0;0;82;264;0;7
52;WAKISO;154;"BUSIRO
COUNTY EAST";2;WAKISO;14;BULOBA;4;"KASERO C/U [A
? NAJ]";879;8;230;8;0;14;0;3;183;446;5;0
52;WAKISO;154;"BUSIRO
COUNTY EAST";2;WAKISO;18;KYEBANDO;2;"NSUMBI CU [A
MUJ]";935;7;242;11;0;35;0;2;198;495;6;0
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;19;LUKWANGA;1;"LUKWANGA
GOOD HOPE P/SCHOOL";888;9;167;11;0;30;0;1;306;524;18;2
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;22;NAKABUGO;1;BULAGA DAILY MARKET [A ? M];522;1;135;7;0;12;0;1;97;253;4;0
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;22;NAKABUGO;4;NAKAWUDDE [A ? KIL] CATHOLIC CHU;671;1;168;10;0;7;0;1;171;358;3;0
52;WAKISO;154;BUSIRO COUNTY EAST;3;WAKISO TOWN COUNCIL;29;MPUNGA WARD;3;"ST. JUDE P/SCHOOL [N ?
Z]";898;7;162;14;4;14;0;0;272;473;5;0
52;WAKISO;160;KYADONDO COUNTY NORTH;2;KYAMBOGO/BUSU KUMA;13;GULUDDENE;3;GULUDDENE (N?Z);811;2;85;0;0;4;4;0;256;351;7;1
52;WAKISO;160;KYADONDO COUNTY NORTH;2;KYAMBOGO/BUSU KUMA;15;KIKOKO;2;KIKOKO P/SCHOOL;530;1;79;4;0;5;0;0;253;342;4;0
52;WAKISO;160;KYADONDO COUNTY NORTH;2;KYAMBOGO/BUSU KUMA;19;WAMIRONGO;2;KIBIBI P/SCHOOL;646;4;86;11;0;4;1;1;260;367;10;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;1;KASANJE;8;ZZIBA;1;ZIBA P/SCHOOL;848;4;119;1;0;19;0;2;298;443;16;1
52;WAKISO;156;BUSIRO COUNTY SOUTH;2;KATABI;10;KABAALE;8;"KAWAFU [NAK
? Z]";999;10;232;13;0;33;0;2;199;489;7;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;2;KATABI;11;KISUBI;7;"BWERENGA RADIO
STATION";766;1;81;6;0;15;1;0;220;324;5;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;2;KATABI;11;KISUBI;16;"KAKINDU (N?Z)
?NAMUGONDE
P/S";834;2;114;6;0;19;1;0;244;386;7;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;2;KATABI;14;NKUMBA;1;ABAITA ABABIRI (A?J);574;4;129;3;0;25;0;1;117;279;7;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;2;KATABI;14;NKUMBA;9;KIGERO P/S (BUFULA B);566;6;86;3;0;7;0;0;130;232;7;1
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;14;BULOBA;7;"BULOBA
T/CENTRE [N ?
Z]";754;7;176;18;0;22;0;1;135;359;17;0
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;18;KYEBANDO;8;"KYEBANDO
UMEA KISAAWE P/S [N ? N";869;3;140;4;0;14;0;0;196;357;19;0
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;18;KYEBANDO;9;"KYEBANDO
UMEA KISAAWE P/S [NAN ?";767;2;203;5;0;20;0;0;151;381;10;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;22;NAKABUGO;6;"NAKUWADDE
[KIM ? M] ST MARK P/S";652;5;193;3;0;14;0;2;132;349;9;0
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;22;NAKABUGO;7;NAKAWUDDE [N ? NAK] CATHOLIC CHU;590;5;96;8;0;6;0;0;131;246;7;0
52;WAKISO;154;BUSIRO COUNTY EAST;2;WAKISO;24;SUMBWE;13;SSUMBWE PRI SCHOOL [N ? Z];944;4;237;12;0;8;0;0;218;479;7;0
52;WAKISO;155;BUSIRO COUNTY NORTH;3;NAMAYUMBA;22;BBEMBE;3;KIBUJJO T/CENTRE;497;1;27;1;0;0;1;1;254;285;15;0
52;WAKISO;155;BUSIRO COUNTY NORTH;3;NAMAYUMBA;27;KYANUNA;4;KATIKANYONYI C.O.U;223;0;32;2;0;1;1;0;115;151;6;0
52;WAKISO;155;BUSIRO COUNTY NORTH;3;NAMAYUMBA;29;LUGUZI;4;"BUDAALI?
BALEGE'S PLACE";275;2;29;0;0;1;0;0;128;160;3;0
52;WAKISO;155;BUSIRO COUNTY NORTH;4;KAKIRI TOWN COUNCIL;2;KAKIRI WARD;1;KAKIRI S/C HQTRS I;694;2;85;3;0;1;0;0;178;269;12;0
52;WAKISO;155;BUSIRO COUNTY NORTH;4;KAKIRI TOWN COUNCIL;2;KAKIRI WARD;4;"KAKIRI S/C
HQTRS II [M ?
NAM]";870;3;118;2;0;6;0;0;252;381;9;0
52;WAKISO;156;BUSIRO COUNTY SOUTH;4;BUSSI;28;TEBANKIZA;1;GOMBE P/SCHOOL;432;0;53;5;0;8;0;0;171;237;18;0
52;WAKISO;160;KYADONDO COUNTY NORTH;1;GOMBE;2;BUJUMBA/TIKA LU;1;KITANDA P/SCHOOL;744;3;129;6;0;4;0;1;249;392;23;0
52;WAKISO;160;KYADONDO COUNTY NORTH;1;GOMBE;6;MATUGGA;11;"NORAH
JUNIOR SCH. MATUGGA? MABAND";637;6;116;4;0;7;0;2;159;294;5;0
52;WAKISO;160;KYADONDO COUNTY NORTH;1;GOMBE;6;MATUGGA;12;"LWADDA  A
P/S (NAMAN? Z)";866;3;186;7;0;9;2;0;166;373;9;0
52;WAKISO;160;KYADONDO COUNTY NORTH;1;GOMBE;9;NASSE;1;"NASSE
MOSLEM S CHOOL";580;1;107;7;0;5;0;1;203;324;19;0
52;WAKISO;155;BUSIRO COUNTY NORTH;1;KAKIRI;6;LUWUNGA;43;"ST. CHARLES
P/S NAKATOOKE [O ? Z";896;1;16;0;0;5;0;0;285;307;16;0
52;WAKISO;155;BUSIRO COUNTY NORTH;1;KAKIRI;9;NAMPUNGE;1;GOBERO C.O.U;487;4;48;4;0;4;1;1;187;249;24;6
52;WAKISO;155;BUSIRO COUNTY NORTH;1;KAKIRI;9;NAMPUNGE;3;KATITI MOSLEM P/S;405;3;40;1;0;3;0;0;196;243;4;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";1;"BWEYOGERERE
WARD";1;"BBUTO T/C (A?
M)";943;2;148;5;0;8;0;0;123;286;4;0
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";1;"BWEYOGERERE
WARD";11;"NAMULONDO
THEATRE A";460;0;157;1;0;4;0;0;99;261;5;0
52;WAKISO;159;KYADONDO COUNTY EAST;1;KIRA TOWN COUNCIL;1;BWEYOGERERE WARD;22;"ST. PAUL P/SCHOOL (N?
N)";906;6;150;11;0;4;0;0;110;281;4;0
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";2;"KIMWANYI
WARD";1;"KIMWANYI
UMEA P/S";968;4;223;4;0;46;1;0;247;525;7;0
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";2;"KIMWANYI
WARD";2;"KITUKUTWE
P/SCHOOL";901;5;164;7;0;22;1;1;257;457;14;0
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";3;KIRINYA WARD;1;ST. JOSEPH C/S;528;3;105;4;0;4;0;0;86;202;8;1
52;WAKISO;159;KYADONDO COUNTY EAST;1;KIRA TOWN COUNCIL;3;KIRINYA WARD;9;"MANDELA
COLLEGE SCH (N?NAM)";853;2;138;10;0;7;0;0;167;324;13;0
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";3;KIRINYA WARD;13;"KIRINYA C.O.U
(O ?Z)";1.126;6;298;8;0;13;5;1;209;540;6;0
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";5;KIREKA WARD;15;"ST. STEPHENS
P/SCH (K?K)";893;2;217;8;0;14;1;1;121;364;40;0
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";5;KIREKA WARD;24;"KIREKA UMEA
P/S (N?NAME)";737;5;104;10;0;4;0;0;122;245;0;0
52;WAKISO;159;KYADONDO COUNTY EAST;1;KIRA TOWN COUNCIL;5;KIREKA WARD;29;"KIREKA H/C
MOSQUE (N? NAL)";612;2;63;2;0;3;0;1;44;115;1;0
52;WAKISO;159;KYADONDO COUNTY EAST;1;KIRA TOWN COUNCIL;5;KIREKA WARD;36;NAALYA EBENEZER NURSERY (O?Z);346;0;51;2;0;9;2;0;45;109;2;0
52;WAKISO;159;KYADONDO COUNTY EAST;1;KIRA TOWN COUNCIL;5;KIREKA WARD;39;"KIREKA
PARENTS (NAF? NAM)";1.312;3;210;7;0;11;0;1;204;436;5;2
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";5;KIREKA WARD;41;"KASOKOSO T.C
(L?NAMP)";1.032;5;268;11;0;7;4;1;241;537;9;1
52;WAKISO;159;KYADONDO COUNTY EAST;1;KIRA TOWN COUNCIL;6;KYALIWAJJALA WARD;6;"UGANDA
MARTYRS (KAR MUK)";796;3;202;5;0;19;2;0;137;368;4;0
52;WAKISO;159;"KYADONDO
COUNTY EAST";1;"KIRA TOWN
COUNCIL";6;"KYALIWAJJALA
WARD";13;"NAMUGONGO
MOSQUE";819;2;222;12;0;10;2;2;198;448;4;0
52;WAKISO;159;KYADONDO COUNTY EAST;2;NANGABO;7;BULAMU;1;BULAMU DEPUTY (A?KU);658;8;185;4;0;7;0;1;120;325;50;0
52;WAKISO;159;KYADONDO COUNTY EAST;2;NANGABO;7;BULAMU;9;"KASANGATI
MOSLEM P/S (N?Z)";615;2;125;5;0;1;0;0;135;268;17;0
52;WAKISO;159;KYADONDO COUNTY EAST;2;NANGABO;9;KATADDE;3;"NALUSUGGA
CATHOLIC CHURCH";968;1;204;6;0;15;0;0;213;439;76;2
52;WAKISO;159;"KYADONDO
COUNTY EAST";2;NANGABO;11;KITEEZI;1;NAMALERE T.C;715;2;159;7;0;6;1;0;258;433;5;1
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
52;WAKISO;159;"KYADONDO
COUNTY EAST";2;NANGABO;11;KITEEZI;3;LUBATU;1.020;3;237;10;0;7;0;0;306;563;21;2
52;WAKISO;159;KYADONDO COUNTY EAST;2;NANGABO;11;KITEEZI;4;"LUSANJA
GRACE NURSERY & P/S (A?M";689;5;205;4;0;13;0;0;160;387;20;2
52;WAKISO;159;KYADONDO COUNTY EAST;2;NANGABO;11;KITEEZI;5;"KITEEZI DISABLED P/S
(N?Z)";729;8;194;7;0;11;0;2;175;397;11;0
52;WAKISO;159;"KYADONDO
COUNTY EAST";2;NANGABO;12;MASOOLI;1;"MASOOLI P/S
(A?M)";599;6;189;13;0;14;0;1;119;342;19;1
52;WAKISO;159;KYADONDO COUNTY EAST;2;NANGABO;14;WAMPEWO;3;"KASANGATI
DISPENSARY (A KAY)";788;0;115;3;0;7;0;1;79;205;3;1
52;WAKISO;159;"KYADONDO
COUNTY EAST";2;NANGABO;14;WAMPEWO;10;"LUTEETE T/C
(N?Z)";981;0;253;4;0;6;3;0;175;441;10;33
52;WAKISO;160;KYADONDO COUNTY NORTH;3;NABWERU;20;KAWANDA;5;NAKYESANJA P/S?KAWANDA (N?Z);991;4;150;5;0;12;0;2;272;445;0;11
52;WAKISO;160;KYADONDO COUNTY NORTH;3;NABWERU;21;MAGANJO;1;"KAGOMA
PETRO STATION  A (A ? M)";808;3;211;12;0;11;1;0;123;361;5;0
52;WAKISO;160;KYADONDO COUNTY NORTH;3;NABWERU;21;MAGANJO;2;"KAGOMA
PETRO STATION  B (A ? M)";979;6;234;7;0;11;0;2;163;423;5;0
52;WAKISO;160;KYADONDO COUNTY NORTH;3;NABWERU;21;MAGANJO;9;"KAWEMPE MAJAANI
FACTORY B";891;2;201;5;0;12;0;1;141;362;8;4
52;WAKISO;160;KYADONDO COUNTY NORTH;4;NANSANA TOWN COUNCIL;24;NANSANA EAST WARD;10;"NANSANA EAST I A (NABJ?
NALUB)?UM";822;2;134;8;0;11;0;0;153;308;7;0
52;WAKISO;160;KYADONDO COUNTY NORTH;4;NANSANA TOWN COUNCIL;26;NABWERU NORTH WARD;5;"NABWERU NORTH I (N?Z)?
AT SUCOU";1.159;1;198;8;0;7;0;0;139;353;7;0
52;WAKISO;160;KYADONDO COUNTY NORTH;4;NANSANA TOWN COUNCIL;28;"NANSANA 7/8 OCHIENG
WARD";1;NANSANA OCHIENG A;704;2;182;8;0;13;0;0;171;376;10;0
52;WAKISO;160;KYADONDO COUNTY NORTH;4;NANSANA TOWN COUNCIL;28;"NANSANA 7/8
OCHIENG WARD";2;"NANSANA
OCHIENG B (A? M)";572;3;131;7;0;20;1;0;157;319;0;6
52;WAKISO;160;KYADONDO COUNTY NORTH;4;NANSANA TOWN COUNCIL;28;"NANSANA 7/8
OCHIENG WARD";3;"NANSANA 7/8
I ?BUDDO
C.O.U (A?M)";714;2;99;2;0;10;1;1;75;190;1;2
53;YUMBE;6;ARINGA COUNTY;11;ARIWA;59;AWINGA;1;"AWINGA
PRIMARY SCHOOL";500;6;112;3;3;1;5;3;138;271;3;1
53;YUMBE;6;"ARINGA
COUNTY";8;APO;50;ARANGA;2;"YAMBURA
MOSQUE";926;4;173;1;0;3;51;4;156;392;25;0
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
53;YUMBE;6;"ARINGA
COUNTY";8;APO;52;ARINGA;1;OLUGOFE;475;7;178;1;0;2;6;1;169;364;37;0
53;YUMBE;6;"ARINGA
COUNTY";13;KOCHI;73;LOMBE;1;LOMBE P/S;693;0;194;0;0;2;3;1;180;380;21;0
53;YUMBE;6;"ARINGA
COUNTY";6;MIDIGO;9;MOCHA;2;OKURIKINI;354;2;95;0;0;3;4;1;221;326;7;1
53;YUMBE;6;"ARINGA
COUNTY";6;MIDIGO;9;MOCHA;3;"HUDA
MOSQUE";780;2;270;1;0;12;8;1;362;656;109;2
53;YUMBE;6;"ARINGA
COUNTY";6;MIDIGO;9;MOCHA;4;GARA;324;2;124;2;0;4;2;0;169;303;15;0
53;YUMBE;6;"ARINGA
COUNTY";6;MIDIGO;76;MEDENGA;1;LOYA P.S A;787;4;225;3;0;13;8;3;427;683;22;0
53;YUMBE;6;ARINGA COUNTY;12;KERWA;8;KERWA;3;"GWONGATUL
UK NURSERY SCHOOL";545;0;17;2;0;2;0;3;270;294;5;1
53;YUMBE;6;"ARINGA
COUNTY";12;KERWA;31;WANDI;1;"WOGO
MOSQUE";594;4;28;1;0;1;2;4;250;290;15;0
53;YUMBE;6;ARINGA COUNTY;12;KERWA;80;MIJIKITA;1;"NIMEWE
PENTECOSTAL CHURCH";838;2;19;1;0;3;6;2;663;696;13;0
53;YUMBE;6;ARINGA COUNTY;12;KERWA;92;RODO;1;"MIJALE
PRIMARY SCHOOL";908;1;19;2;0;3;0;3;270;298;31;1
53;YUMBE;6;ARINGA COUNTY;9;KULULU;12;GEYA;6;"GEYA
PRIMARY SCHOOL";767;2;101;2;0;0;7;2;198;312;11;0
53;YUMBE;6;"ARINGA
COUNTY";9;KULULU;34;YOYO;2;"ALUNGA
MOSQUE";255;2;33;3;0;1;4;4;64;111;1;4
53;YUMBE;6;"ARINGA
COUNTY";9;KULULU;58;EWAFA;1;KULULU;348;2;88;1;0;1;7;1;211;311;10;0
53;YUMBE;6;"ARINGA
COUNTY";2;KEI;94;RUKUJA;1;KECHURU;486;12;160;4;0;4;5;15;110;310;16;7
53;YUMBE;6;ARINGA COUNTY;3;KURU;13;GOJURU;6;KURU ISLAMIC P/SCHOOL;476;X;X;X;X;X;X;X;X;;;
53;YUMBE;6;ARINGA COUNTY;4;ODRAVU;18;OLUBA;1;"KULIKULINGA
PRIMARY SCHOOL";930;6;182;3;0;7;26;15;275;514;28;1
53;YUMBE;6;"ARINGA
COUNTY";4;ODRAVU;74;LUDARA;1;NYAI;705;2;112;1;0;4;8;3;216;346;5;0
53;YUMBE;6;"ARINGA
COUNTY";10;LODONGA;30;OROGBO;1;"OROGBO
BOREHOLE";554;3;61;2;0;5;1;1;163;236;16;0
53;YUMBE;6;"ARINGA
COUNTY";10;LODONGA;78;YUMELE;1;JURUKULU;708;6;97;0;0;4;15;4;175;301;32;0
53;YUMBE;6;ARINGA COUNTY;10;LODONGA;79;MIJALE;5;"LODONGA
BLACK PRIMARY SCHOOL";1.023;2;67;0;0;1;3;1;63;137;8;0
53;YUMBE;6;"ARINGA
COUNTY";5;ROMOGI;25;LOCOMGBO;2;"HIRAYA
MOSQUE";708;3;161;0;2;1;4;2;209;382;9;1
;;;;;;;;"The Electoral Commission
Presidential Election Results 2011";;;;;;;;;;;;;
DISTRICT CODE;DISTRICT NAME;EA CODE;EA NAME;SCOUNTY CODE;SCOUNTY NAME;PARISH CODE;PARISH NAME;PS CODE;PS NAME;REGISTERED VOTERS;ABED BWANIKA;BESIGYE KIFEFE KIZZA;BETI OLIVE KAMYA NAMISANGO;BIDANDI? SSALI JABERI;MAO NORBERT;OLARA OTUNNU;"SAMUEL LUBEGA MUKAAKU
WALTER";YOWERI MUSEVENI KAGUTA;VALID;INVALID;SPOILT
53;YUMBE;6;"ARINGA
COUNTY";5;ROMOGI;87;ONOKO;1;"ONOKO
MOSQUE";817;4;168;0;3;4;5;3;199;386;2;2
53;YUMBE;6;"ARINGA
COUNTY";7;"YUMBE TOWN
COUNCIL";41;"ARUNGA
WARD";2;CHINIA A;782;2;94;0;5;1;2;0;142;246;5;3
53;YUMBE;6;"ARINGA
COUNTY";7;"YUMBE TOWN
COUNCIL";51;ARIGUYI WARD;1;"ARINGA SEC
SCHOOL";916;3;150;3;10;5;10;1;206;388;9;0
53;YUMBE;6;"ARINGA
COUNTY";1;DRAJINI/ARAJIM;3;OLIVU;5;"OKUVURU
P/SCHOOL";295;0;75;0;3;0;1;0;148;227;5;1
53;YUMBE;6;"ARINGA
COUNTY";1;DRAJINI/ARAJIM;29;PAJAMA;2;"KALUKULUA
MARKET";480;6;115;0;5;1;0;1;137;265;9;0
53;YUMBE;6;"ARINGA
COUNTY";11;ARIWA;36;OKUYO;1;"OKUYO
CENTRE";316;1;30;1;5;3;7;4;117;168;21;0
53;YUMBE;6;ARINGA COUNTY;11;ARIWA;63;IKAFE;1;"TOKURO
PRIMARY SCHOOL";770;6;148;3;6;5;13;5;222;408;42;0
53;YUMBE;6;ARINGA COUNTY;8;APO;22;ACHOLI;6;"WOROWORO
MAHOGANY TREE";750;6;137;4;0;0;4;2;156;309;16;0
53;YUMBE;6;"ARINGA
COUNTY";8;APO;27;ORINZI;1;IRABIA;672;2;112;1;0;1;9;1;241;367;16;0
53;YUMBE;6;"ARINGA
COUNTY";13;KOCHI;24;KOCHI;5;AKPOGOA;477;7;96;0;0;1;1;2;149;256;12;1
53;YUMBE;6;"ARINGA
COUNTY";13;KOCHI;85;OKOI;1;"OKOI
PRI.SCHOOL";712;7;157;0;0;4;1;4;174;347;19;1
53;YUMBE;6;"ARINGA
COUNTY";6;MIDIGO;83;MULUMBE;1;OYAKUA T/C;496;3;80;10;0;2;10;2;182;289;183;0
53;YUMBE;6;"ARINGA
COUNTY";9;KULULU;14;LOMUNGA;4;ABARIGO BA;522;4;49;0;0;2;5;1;158;219;12;0
53;YUMBE;6;"ARINGA
COUNTY";9;KULULU;58;EWAFA;2;CHUNIA;302;2;55;1;0;0;5;0;162;225;29;12
53;YUMBE;6;"ARINGA
COUNTY";2;KEI;5;AWOBA;7;"AWOBA
P/SCHOOL";354;2;110;1;0;0;2;0;135;250;14;0
53;YUMBE;6;ARINGA COUNTY;2;KEI;48;AMBALA;1;LOBE PRIMARY SCHOOL;877;6;237;4;0;6;3;2;153;411;22;0
53;YUMBE;6;"ARINGA
COUNTY";3;KURU;35;ROGALE;5;"ARAFA
MOSQUE";540;0;66;0;0;3;12;5;437;523;3;2
