subcounty_pk,subcounty_code,subcounty_name,district_code,district_name,constituency_code, constituency_name
SC113-6,6,ISUNGA,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-11,11,KABAMBA,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-2,2,KAGADI,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-9,9,KAGADI TOWN COUNCIL,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-7,7,KAMUROZA,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-15,15,KANYABEEBE,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-10,10,KICUCURA,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-8,8,KINYARUGONJO,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-3,3,KIRYANGA,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-2,2,KYAKABADIIMA,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-4,4,KYANAISOKE,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-12,12,KYATEREKERA,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-13,13,KYATEREKERA TOWN COUNCIL,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-13,13,KYENZIGE,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-14,14,KYENZIGE TOWN COUNCIL,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-5,5,MABAALE,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-17,17,MABAALE TOWN COUNCIL,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-5,5,MAIRIRWE,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-6,6,MPEEFU,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-11,11,MPEEFU YA SANDE TOWN COUNCIL,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-7,7,MUHORRO,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-3,3,MUHORRO TOWN COUNCIL,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-14,14,NDAIGA,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-1,1,NYABUTANZI,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-9,9,NYAKARONGO,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-15,15,PACHWA,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-16,16,PACHWA TOWN COUNCIL,113,KAGADI,82,BUYAGA EAST COUNTY
SC113-8,8,RUGASHARI,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-19,19,RUGASHARI TOWN COUNCIL,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-16,16,RUTEETE,113,KAGADI,220,BUYAGA WEST COUNTY
SC113-18,18,RUTETE TOWN COUNCIL,113,KAGADI,220,BUYAGA WEST COUNTY
SC114-7,7,BIREMBO,114,KAKUMIRO,307,BUGANGAIZI SOUTH COUNTY
SC114-1,1,BWANSWA,114,KAKUMIRO,307,BUGANGAIZI SOUTH COUNTY
SC114-6,6,IGAYAZA TOWN COUNCIL,114,KAKUMIRO,307,BUGANGAIZI SOUTH COUNTY
SC114-2,2,KAKINDO,114,KAKUMIRO,81,BUGANGAIZI WEST COUNTY
SC114-13,13,KAKINDO TOWN COUNCIL,114,KAKUMIRO,81,BUGANGAIZI WEST COUNTY
SC114-4,4,KAKUMIRO TOWN COUNCIL,114,KAKUMIRO,307,BUGANGAIZI SOUTH COUNTY
SC114-3,3,KASAMBYA,114,KAKUMIRO,307,BUGANGAIZI SOUTH COUNTY
SC114-1,1,KATIKARA,114,KAKUMIRO,219,BUGANGAIZI EAST COUNTY
SC114-3,3,KIBIJJO,114,KAKUMIRO,219,BUGANGAIZI EAST COUNTY
SC114-10,10,KIJANGI,114,KAKUMIRO,81,BUGANGAIZI WEST COUNTY
SC114-14,14,KIKOORA,114,KAKUMIRO,81,BUGANGAIZI WEST COUNTY
SC114-9,9,KIKWAYA,114,KAKUMIRO,81,BUGANGAIZI WEST COUNTY
SC114-11,11,KISENGWE,114,KAKUMIRO,307,BUGANGAIZI SOUTH COUNTY
SC114-4,4,KISIITA,114,KAKUMIRO,219,BUGANGAIZI EAST COUNTY
SC114-2,2,KISIITA TOWN COUNCIL,114,KAKUMIRO,219,BUGANGAIZI EAST COUNTY
SC114-8,8,KITAIHUKA,114,KAKUMIRO,81,BUGANGAIZI WEST COUNTY
SC114-12,12,KYABASAIJA,114,KAKUMIRO,307,BUGANGAIZI SOUTH COUNTY
SC114-8,8,MPASAANA,114,KAKUMIRO,219,BUGANGAIZI EAST COUNTY
SC114-9,9,MPASAANA TOWN COUNCIL,114,KAKUMIRO,219,BUGANGAIZI EAST COUNTY
SC114-5,5,MWITANZIGE,114,KAKUMIRO,219,BUGANGAIZI EAST COUNTY
SC114-5,5,NALWEYO,114,KAKUMIRO,81,BUGANGAIZI WEST COUNTY
SC114-6,6,NKOOKO,114,KAKUMIRO,219,BUGANGAIZI EAST COUNTY
SC114-7,7,NKOOKO TOWN COUNCIL,114,KAKUMIRO,219,BUGANGAIZI EAST COUNTY
SC114-15,15,NYARWEYO TOWN COUNCIL,114,KAKUMIRO,81,BUGANGAIZI WEST COUNTY
SC129-1,1,ANYARA,129,KALAKI,201,KALAKI COUNTY
SC129-5,5,APAPAI,129,KALAKI,201,KALAKI COUNTY
SC129-2,2,BULULU,129,KALAKI,201,KALAKI COUNTY
SC129-6,6,KAKURE,129,KALAKI,201,KALAKI COUNTY
SC129-3,3,KALAKI,129,KALAKI,201,KALAKI COUNTY
SC129-10,10,KALAKI TOWN COUNCIL,129,KALAKI,201,KALAKI COUNTY
SC129-8,8,OCELAKUR,129,KALAKI,201,KALAKI COUNTY
SC129-9,9,OGWOLO,129,KALAKI,201,KALAKI COUNTY
SC129-4,4,OTUBOI,129,KALAKI,201,KALAKI COUNTY
SC129-7,7,OTUBOI TOWN COUNCIL,129,KALAKI,201,KALAKI COUNTY
SC11-2,2,BUBEKE,11,KALANGALA,60,KYAMUSWA COUNTY
SC11-1,1,BUFUMIRA,11,KALANGALA,60,KYAMUSWA COUNTY
SC11-1,1,BUJUMBA,11,KALANGALA,59,BUJUMBA COUNTY
SC11-2,2,KALANGALA TOWN COUNCIL,11,KALANGALA,59,BUJUMBA COUNTY
SC11-3,3,KYAMUSWA,11,KALANGALA,60,KYAMUSWA COUNTY
SC11-4,4,MAZINGA,11,KALANGALA,60,KYAMUSWA COUNTY
SC11-3,3,MUGOYE,11,KALANGALA,59,BUJUMBA COUNTY
SC64-12,12,BUDOMERO,64,KALIRO,72,BULAMOGI COUNTY
SC64-1,1,BUKAMBA,64,KALIRO,247,BULAMOGI NORTH WEST COUNTY
SC64-5,5,BULUMBA TOWN COUNCIL,64,KALIRO,72,BULAMOGI COUNTY
SC64-1,1,BUMANYA,64,KALIRO,72,BULAMOGI COUNTY
SC64-7,7,BUYINDA,64,KALIRO,72,BULAMOGI COUNTY
SC64-2,2,GADUMIRE,64,KALIRO,72,BULAMOGI COUNTY
SC64-6,6,KALIRO TOWN COUNCIL,64,KALIRO,72,BULAMOGI COUNTY
SC64-8,8,KASOKWE,64,KALIRO,72,BULAMOGI COUNTY
SC64-9,9,KISINDA,64,KALIRO,72,BULAMOGI COUNTY
SC64-3,3,NAMUGONGO,64,KALIRO,72,BULAMOGI COUNTY
SC64-4,4,NAMWIWA,64,KALIRO,72,BULAMOGI COUNTY
SC64-10,10,NAMWIWA TOWN COUNCIL,64,KALIRO,72,BULAMOGI COUNTY
SC64-2,2,NANSOLOLO,64,KALIRO,247,BULAMOGI NORTH WEST COUNTY
SC64-5,5,NAWAIKOKE,64,KALIRO,247,BULAMOGI NORTH WEST COUNTY
SC64-3,3,NAWAIKOKE TOWN COUNCIL,64,KALIRO,247,BULAMOGI NORTH WEST COUNTY
SC100-1,1,BUKULULA,100,KALUNGU,117,KALUNGU EAST COUNTY
SC100-1,1,KALUNGU,100,KALUNGU,118,KALUNGU WEST COUNTY
SC100-3,3,KALUNGU TOWN COUNCIL,100,KALUNGU,118,KALUNGU WEST COUNTY
SC100-2,2,KYAMULIBWA,100,KALUNGU,118,KALUNGU WEST COUNTY
SC100-4,4,KYAMULIBWA TOWN COUNCIL,100,KALUNGU,118,KALUNGU WEST COUNTY
SC100-3,3,LUKAYA TOWN COUNCIL,100,KALUNGU,117,KALUNGU EAST COUNTY
SC100-2,2,LWABENGE,100,KALUNGU,117,KALUNGU EAST COUNTY
SC12-1,1,KAMPALA CENTRAL,12,KAMPALA,61,KAMPALA CENTRAL DIVISION
SC12-1,1,KAWEMPE DIVISION,12,KAMPALA,62,KAWEMPE DIVISION NORTH
SC12-2,2,MAKERERE UNIVERSITY,12,KAMPALA,63,KAWEMPE DIVISION SOUTH
SC12-1,1,MAKINDYE DIVISION,12,KAMPALA,65,MAKINDYE DIVISION WEST
SC12-1,1,NAKAWA DIVISION,12,KAMPALA,68,NAKAWA DIVISION EAST
SC12-1,1,RUBAGA DIVISION,12,KAMPALA,66,RUBAGA DIVISION NORTH
SC13-1,1,BALAWOLI,13,KAMULI,70,BUGABULA COUNTY NORTH
SC13-5,5,BALAWOLI TOWN COUNCIL,13,KAMULI,70,BUGABULA COUNTY NORTH
SC13-1,1,BUGULUMBYA,13,KAMULI,73,BUZAAYA COUNTY
SC13-1,1,BULOPA,13,KAMULI,71,BUGABULA COUNTY SOUTH
SC13-2,2,BUTANSI,13,KAMULI,71,BUGABULA COUNTY SOUTH
SC13-6,6,KAGUMBA,13,KAMULI,70,BUGABULA COUNTY NORTH
SC13-9,9,KASAMBIRA TOWN COUNCIL,13,KAMULI,73,BUZAAYA COUNTY
SC13-2,2,KISOZI,13,KAMULI,73,BUZAAYA COUNTY
SC13-7,7,KISOZI TOWN COUNCIL,13,KAMULI,73,BUZAAYA COUNTY
SC13-3,3,KITAYUNJWA,13,KAMULI,71,BUGABULA COUNTY SOUTH
SC13-6,6,MAGOGO,13,KAMULI,73,BUZAAYA COUNTY
SC13-3,3,MBULAMUTI,13,KAMULI,73,BUZAAYA COUNTY
SC13-8,8,MBULAMUTI TOWN COUNCIL,13,KAMULI,73,BUZAAYA COUNTY
SC13-3,3,NABWIGULU,13,KAMULI,70,BUGABULA COUNTY NORTH
SC13-4,4,NAMASAGALI,13,KAMULI,70,BUGABULA COUNTY NORTH
SC13-4,4,NAMWENDWA,13,KAMULI,71,BUGABULA COUNTY SOUTH
SC13-5,5,NAMWENDWA TOWN COUNCIL,13,KAMULI,71,BUGABULA COUNTY SOUTH
SC13-4,4,NAWANYAGO,13,KAMULI,73,BUZAAYA COUNTY
SC13-10,10,NAWANYAGO TOWN COUNCIL,13,KAMULI,73,BUZAAYA COUNTY
SC13-1,1,NORTHERN DIVISION,13,KAMULI,282,KAMULI MUNICIPALITY
SC13-2,2,SOUTHERN DIVISION,13,KAMULI,282,KAMULI MUNICIPALITY
SC13-5,5,WANKOLE,13,KAMULI,73,BUZAAYA COUNTY
SC46-8,8,BIGODI TOWN COUNCIL,46,KAMWENGE,53,KIBALE COUNTY
SC46-8,8,BIGULI,46,KAMWENGE,262,KIBALE EAST COUNTY
SC46-3,3,BIGULI TOWN COUNCIL,46,KAMWENGE,262,KIBALE EAST COUNTY
SC46-9,9,BIHANGA,46,KAMWENGE,262,KIBALE EAST COUNTY
SC46-6,6,BUSIRIBA,46,KAMWENGE,53,KIBALE COUNTY
SC46-1,1,BWIZI,46,KAMWENGE,262,KIBALE EAST COUNTY
SC46-7,7,KABAMBIRO,46,KAMWENGE,53,KIBALE COUNTY
SC46-1,1,KABUGA TOWN COUNCIL,46,KAMWENGE,53,KIBALE COUNTY
SC46-2,2,KAHUNGE,46,KAMWENGE,53,KIBALE COUNTY
SC46-10,10,KAHUNGE TOWN COUNCIL,46,KAMWENGE,53,KIBALE COUNTY
SC46-3,3,KAMWENGE,46,KAMWENGE,53,KIBALE COUNTY
SC46-5,5,KAMWENGE TOWN COUNCIL,46,KAMWENGE,53,KIBALE COUNTY
SC46-5,5,LYAKAHUNGU TOWN COUNCIL,46,KAMWENGE,262,KIBALE EAST COUNTY
SC46-4,4,NKOMA,46,KAMWENGE,262,KIBALE EAST COUNTY
SC46-2,2,NKOMA-KATALYEBA TOWN COUNCIL,46,KAMWENGE,262,KIBALE EAST COUNTY
SC46-4,4,RUKUNYU TOWN COUNCIL,46,KAMWENGE,53,KIBALE COUNTY
SC55-12,12,BUGONGI,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-11,11,BUHOMA TOWN COUNCIL,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-9,9,BUTOGOTA TOWN COUNCIL,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-1,1,KAMBUGA,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-8,8,KAMBUGA TOWN COUNCIL,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-5,5,KANUNGU TOWN COUNCIL,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-1,1,KANYANTOROGO,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-12,12,KANYANTOROGO TOWN COUNCIL,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-6,6,KATETE,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-2,2,KAYONZA,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-11,11,KIHANDA,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-3,3,KIHIIHI,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-6,6,KIHIIHI TOWN COUNCIL,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-7,7,KINAABA,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-2,2,KIRIMA,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-10,10,KYESHERO,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-5,5,MPUNGU,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-9,9,NYAKABUNGO TOWN COUNCIL,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-7,7,NYAKINONI,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-4,4,NYAMIRAMA,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-13,13,NYAMIRAMA TOWN COUNCIL,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-8,8,NYANGA,55,KANUNGU,196,KINKIZI COUNTY WEST
SC55-3,3,RUGYEYO,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-4,4,RUTENGA,55,KANUNGU,195,KINKIZI COUNTY EAST
SC55-10,10,RUTENGA TOWN COUNCIL,55,KANUNGU,195,KINKIZI COUNTY EAST
SC14-14,14,AMUKOL,14,KAPCHORWA,76,TINGEY COUNTY
SC14-1,1,CENTRAL DIVISION,14,KAPCHORWA,283,KAPCHORWA MUNICIPALITY
SC14-6,6,CHEMA,14,KAPCHORWA,76,TINGEY COUNTY
SC14-15,15,CHEPTERECH,14,KAPCHORWA,76,TINGEY COUNTY
SC14-2,2,EAST DIVISION,14,KAPCHORWA,283,KAPCHORWA MUNICIPALITY
SC14-8,8,GAMOGO,14,KAPCHORWA,76,TINGEY COUNTY
SC14-9,9,KABEYWA,14,KAPCHORWA,76,TINGEY COUNTY
SC14-11,11,KAPSINDA,14,KAPCHORWA,76,TINGEY COUNTY
SC14-2,2,KAPTANYA,14,KAPCHORWA,76,TINGEY COUNTY
SC14-3,3,KASEREM,14,KAPCHORWA,76,TINGEY COUNTY
SC14-7,7,KAWOWO,14,KAPCHORWA,76,TINGEY COUNTY
SC14-13,13,MUNARYA,14,KAPCHORWA,76,TINGEY COUNTY
SC14-4,4,SIPI,14,KAPCHORWA,76,TINGEY COUNTY
SC14-16,16,SIPI TOWN COUNCIL,14,KAPCHORWA,76,TINGEY COUNTY
SC14-3,3,WEST DIVISION,14,KAPCHORWA,283,KAPCHORWA MUNICIPALITY
SC124-6,6,ACINGA,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-1,1,ACOWA,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-8,8,ACOWA TOWN COUNCIL,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-9,9,AKORE TOWN COUNCIL,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-4,4,AKOROMIT,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-7,7,ALITO,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-2,2,KAPELEBYONG,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-11,11,KAPELEBYOUNG TOWN COUNCIL,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-3,3,OBALANGA,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-10,10,OBALANGA TOWN COUNCIL,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC124-5,5,OKUNGUR,124,KAPELEBYONG,202,KAPELEBYONG COUNTY
SC130-3,3,KAKWANGA,130,KARENGA,237,DODOTH WEST COUNTY
SC130-4,4,KAPEDO,130,KARENGA,237,DODOTH WEST COUNTY
SC130-5,5,KAPEDO TOWN COUNCIL,130,KARENGA,237,DODOTH WEST COUNTY
SC130-8,8,KARENGA,130,KARENGA,320,NAPORE WEST COUNTY
SC130-3,3,KARENGA TOWN COUNCIL,130,KARENGA,320,NAPORE WEST COUNTY
SC130-12,12,KAWALAKOL,130,KARENGA,237,DODOTH WEST COUNTY
SC130-2,2,KIDEPO TOWN COUNCIL,130,KARENGA,320,NAPORE WEST COUNTY
SC130-13,13,LOBALANGIT,130,KARENGA,237,DODOTH WEST COUNTY
SC130-1,1,LOKORI,130,KARENGA,320,NAPORE WEST COUNTY
SC130-2,2,SANGAR,130,KARENGA,237,DODOTH WEST COUNTY
SC15-1,1,BUGOYE,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-7,7,BUHUHIRA,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-1,1,BULEMBIA DIVISION,15,KASESE,229,KASESE MUNICIPALITY
SC15-1,1,BWERA,15,KASESE,78,BUKONJO COUNTY WEST
SC15-6,6,BWESUMBU,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-2,2,CENTRAL DIVISION,15,KASESE,229,KASESE MUNICIPALITY
SC15-5,5,HIMA TOWN COUNCIL,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-10,10,IBANDA-KYANYA TOWN COUNCIL,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-2,2,IHANDIRO,15,KASESE,78,BUKONJO COUNTY WEST
SC15-7,7,ISANGO,15,KASESE,78,BUKONJO COUNTY WEST
SC15-12,12,KABATUNDA-KIRABAHO TOWN COUNCIL,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-2,2,KAHOKYA,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC15-3,3,KARAMBI,15,KASESE,78,BUKONJO COUNTY WEST
SC15-1,1,KARUSANDARA,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC15-3,3,KILEMBE,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC15-8,8,KINYAMESEKE TOWN COUNCIL,15,KASESE,77,BUKONZO COUNTY EAST
SC15-1,1,KISINGA,15,KASESE,77,BUKONZO COUNTY EAST
SC15-7,7,KISINGA TOWN COUNCIL,15,KASESE,77,BUKONZO COUNTY EAST
SC15-9,9,KITABU,15,KASESE,77,BUKONZO COUNTY EAST
SC15-4,4,KITHOLU,15,KASESE,78,BUKONJO COUNTY WEST
SC15-8,8,KITHOMA-KANYATSI TOWN COUNCIL,15,KASESE,78,BUKONJO COUNTY WEST
SC15-2,2,KITSWAMBA,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-13,13,KITSWAMBA TOWN COUNCIL,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-3,3,KYABARUNGIRA,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-2,2,KYARUMBA,15,KASESE,77,BUKONZO COUNTY EAST
SC15-10,10,KYARUMBA TOWN COUNCIL,15,KASESE,77,BUKONZO COUNTY EAST
SC15-3,3,KYONDO,15,KASESE,77,BUKONZO COUNTY EAST
SC15-4,4,LAKE KABATORO TOWN COUNCIL,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC15-5,5,LAKE KATWE,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC15-4,4,MAHANGO,15,KASESE,77,BUKONZO COUNTY EAST
SC15-4,4,MALIBA,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-11,11,MALIBA TOWN COUNCIL,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-8,8,MBUNGA,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC15-6,6,MPONDWE/LHUBIRIHA TOWN COUNCIL,15,KASESE,78,BUKONJO COUNTY WEST
SC15-9,9,MUBUKU TOWN COUNCIL,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-6,6,MUHOKYA,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC15-10,10,MUHOKYA TOWN COUNCIL,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC15-5,5,MUNKUNYU,15,KASESE,77,BUKONZO COUNTY EAST
SC15-9,9,NYAKABINGO,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC15-6,6,NYAKATONZI,15,KASESE,77,BUKONZO COUNTY EAST
SC15-5,5,NYAKIYUMBU,15,KASESE,78,BUKONJO COUNTY WEST
SC15-3,3,NYAMWAMBA DIVISION,15,KASESE,229,KASESE MUNICIPALITY
SC15-8,8,RUGENDABARA-KIKONGO TOWN COUNCIL,15,KASESE,79,BUSONGORA COUNTY NORTH
SC15-7,7,RUKOKI,15,KASESE,80,BUSONGORA COUNTY SOUTH
SC125-1,1,BUKUYA,125,KASSANDA,246,BUKUYA COUNTY
SC125-2,2,BUKUYA TOWN COUNCIL,125,KASSANDA,246,BUKUYA COUNTY
SC125-3,3,KALWANA,125,KASSANDA,167,KASSANDA COUNTY NORTH
SC125-1,1,KAMULI,125,KASSANDA,167,KASSANDA COUNTY NORTH
SC125-2,2,KASSANDA,125,KASSANDA,167,KASSANDA COUNTY NORTH
SC125-4,4,KASSANDA TOWN COUNCIL,125,KASSANDA,167,KASSANDA COUNTY NORTH
SC125-1,1,KIGANDA,125,KASSANDA,168,KASSANDA COUNTY SOUTH
SC125-5,5,KIGANDA TOWN COUNCIL,125,KASSANDA,168,KASSANDA COUNTY SOUTH
SC125-3,3,KIJJUNA,125,KASSANDA,246,BUKUYA COUNTY
SC125-4,4,KITUMBI,125,KASSANDA,246,BUKUYA COUNTY
SC125-5,5,MAKOKOTO,125,KASSANDA,246,BUKUYA COUNTY
SC125-3,3,MANYOGASEKA,125,KASSANDA,168,KASSANDA COUNTY SOUTH
SC125-6,6,MBIRIZI,125,KASSANDA,246,BUKUYA COUNTY
SC125-2,2,MYANZI,125,KASSANDA,168,KASSANDA COUNTY SOUTH
SC125-4,4,NALUTUNTU,125,KASSANDA,168,KASSANDA COUNTY SOUTH
SC43-1,1,AKOBOI,43,KATAKWI,317,NGARIAM COUNTY
SC43-2,2,AMUSIA,43,KATAKWI,224,TOROMA COUNTY
SC43-3,3,ANGODINGOD,43,KATAKWI,224,TOROMA COUNTY
SC43-4,4,GETOM,43,KATAKWI,317,NGARIAM COUNTY
SC43-6,6,GUYAGUYA,43,KATAKWI,206,USUK COUNTY
SC43-1,1,KAPUJAN,43,KATAKWI,224,TOROMA COUNTY
SC43-2,2,KATAKWI,43,KATAKWI,317,NGARIAM COUNTY
SC43-3,3,KATAKWI TOWN COUNCIL,43,KATAKWI,317,NGARIAM COUNTY
SC43-4,4,MAGORO,43,KATAKWI,224,TOROMA COUNTY
SC43-5,5,MAGORO TOWN COUNCIL,43,KATAKWI,224,TOROMA COUNTY
SC43-5,5,NGARIAM,43,KATAKWI,317,NGARIAM COUNTY
SC43-8,8,OKORE,43,KATAKWI,317,NGARIAM COUNTY
SC43-11,11,OKULONYO,43,KATAKWI,206,USUK COUNTY
SC43-8,8,OMODOI,43,KATAKWI,224,TOROMA COUNTY
SC43-9,9,ONGONGOJA,43,KATAKWI,206,USUK COUNTY
SC43-10,10,PALAM,43,KATAKWI,317,NGARIAM COUNTY
SC43-6,6,TOROMA,43,KATAKWI,224,TOROMA COUNTY
SC43-7,7,TOROMA TOWN COUNCIL,43,KATAKWI,224,TOROMA COUNTY
SC43-7,7,USUK,43,KATAKWI,206,USUK COUNTY
SC43-12,12,USUK TOWN COUNCIL,43,KATAKWI,206,USUK COUNTY
SC47-1,1,BBAALE,47,KAYUNGA,171,BBALE COUNTY
SC47-1,1,BUSAANA,47,KAYUNGA,179,NTENJERU COUNTY NORTH
SC47-4,4,BUSAANA TOWN COUNCIL,47,KAYUNGA,179,NTENJERU COUNTY NORTH
SC47-2,2,GALIRAYA,47,KAYUNGA,171,BBALE COUNTY
SC47-1,1,KANGULUMIRA,47,KAYUNGA,180,NTENJERU COUNTY SOUTH
SC47-3,3,KANGULUMIRA TOWN COUNCIL,47,KAYUNGA,180,NTENJERU COUNTY SOUTH
SC47-3,3,KAYONZA,47,KAYUNGA,171,BBALE COUNTY
SC47-2,2,KAYUNGA,47,KAYUNGA,179,NTENJERU COUNTY NORTH
SC47-3,3,KAYUNGA TOWN COUNCIL,47,KAYUNGA,179,NTENJERU COUNTY NORTH
SC47-4,4,KITIMBWA,47,KAYUNGA,171,BBALE COUNTY
SC47-5,5,KITIMBWA TOWN COUNCIL,47,KAYUNGA,171,BBALE COUNTY
SC47-2,2,NAZIGO,47,KAYUNGA,180,NTENJERU COUNTY SOUTH
SC47-4,4,NAZIGO TOWN COUNCIL,47,KAYUNGA,180,NTENJERU COUNTY SOUTH
SC131-1,1,BUREMBA TOWN COUNCIL,131,KAZO,141,KAZO COUNTY
SC131-2,2,BURUNGA,131,KAZO,141,KAZO COUNTY
SC131-6,6,ENGARI,131,KAZO,141,KAZO COUNTY
SC131-3,3,KANONI,131,KAZO,141,KAZO COUNTY
SC131-4,4,KAZO,131,KAZO,141,KAZO COUNTY
SC131-8,8,KAZO TOWN COUNCIL,131,KAZO,141,KAZO COUNTY
SC131-9,9,KYAMPANGARA,131,KAZO,141,KAZO COUNTY
SC131-10,10,MIGINA,131,KAZO,141,KAZO COUNTY
SC131-7,7,NKUNGU,131,KAZO,141,KAZO COUNTY
SC131-5,5,RWEMIKOMA,131,KAZO,141,KAZO COUNTY
SC16-6,6,BUBANGO,16,KIBAALE,83,BUYANJA COUNTY
SC16-1,1,BWAMIRAMIRA,16,KIBAALE,83,BUYANJA COUNTY
SC16-9,9,KABASEKENDE,16,KIBAALE,83,BUYANJA COUNTY
SC16-11,11,KARAMA,16,KIBAALE,308,BUYANJA EAST COUNTY
SC16-10,10,KASIMBI,16,KIBAALE,308,BUYANJA EAST COUNTY
SC16-12,12,KAYANJA,16,KIBAALE,308,BUYANJA EAST COUNTY
SC16-2,2,KIBAALE TOWN COUNCIL,16,KIBAALE,83,BUYANJA COUNTY
SC16-13,13,KYAKAZIHIRE,16,KIBAALE,83,BUYANJA COUNTY
SC16-3,3,KYEBANDO,16,KIBAALE,308,BUYANJA EAST COUNTY
SC16-4,4,MATALE,16,KIBAALE,308,BUYANJA EAST COUNTY
SC16-5,5,MUGARAMA,16,KIBAALE,83,BUYANJA COUNTY
SC16-8,8,NYAMARUNDA,16,KIBAALE,83,BUYANJA COUNTY
SC16-14,14,NYAMARUNDA TOWN COUNCIL,16,KIBAALE,83,BUYANJA COUNTY
SC16-7,7,NYAMARWA,16,KIBAALE,308,BUYANJA EAST COUNTY
SC17-1,1,BUKOMERO,17,KIBOGA,84,KIBOGA EAST COUNTY
SC17-8,8,BUKOMERO TOWN COUNCIL,17,KIBOGA,84,KIBOGA EAST COUNTY
